leadId,dateCreated,callStarted,hoursSinceCall
61645,2021-03-20 15:03:46,2021-03-31 17:40:30,266
61645,2021-03-20 15:03:46,2021-04-02 11:20:09,308
61645,2021-03-20 15:03:46,2021-04-05 13:38:18,382
61645,2021-03-20 15:03:46,2021-04-05 13:38:20,382
61645,2021-03-20 15:03:46,2021-04-06 15:05:56,408
61645,2021-03-20 15:03:46,2021-04-06 15:06:00,408
61645,2021-03-20 15:03:46,2021-04-08 15:18:53,456
61645,2021-03-20 15:03:46,2021-04-08 15:18:56,456
61645,2021-03-20 15:03:46,2021-04-14 10:26:35,595
61646,2021-03-20 15:07:09,2021-03-22 11:10:27,44
61646,2021-03-20 15:07:09,2021-03-22 12:38:09,45
61646,2021-03-20 15:07:09,2021-03-22 13:25:05,46
61646,2021-03-20 15:07:09,2021-03-22 13:25:37,46
61646,2021-03-20 15:07:09,2021-03-23 14:42:52,71
61646,2021-03-20 15:07:09,2021-03-23 15:12:45,72
61646,2021-03-20 15:07:09,2021-03-24 15:13:15,96
61646,2021-03-20 15:07:09,2021-03-25 16:43:26,121
61646,2021-03-20 15:07:09,2021-03-26 16:55:50,145
61646,2021-03-20 15:07:09,2021-03-30 09:33:15,234
61646,2021-03-20 15:07:09,2021-03-31 18:00:14,266
61646,2021-03-20 15:07:09,2021-04-02 13:17:06,310
61646,2021-03-20 15:07:09,2021-04-02 13:28:16,310
61646,2021-03-20 15:07:09,2021-04-05 16:46:54,385
61646,2021-03-20 15:07:09,2021-04-06 18:27:36,411
61646,2021-03-20 15:07:09,2021-04-08 15:18:42,456
61646,2021-03-20 15:07:09,2021-04-08 15:18:46,456
61646,2021-03-20 15:07:09,2021-04-14 10:26:18,595
61647,2021-03-20 15:10:55,2021-03-22 11:10:10,43
61647,2021-03-20 15:10:55,2021-03-22 11:10:27,43
61647,2021-03-20 15:10:55,2021-03-22 13:24:53,46
61647,2021-03-20 15:10:55,2021-03-23 10:16:11,67
61647,2021-03-20 15:10:55,2021-03-24 10:16:15,91
61647,2021-03-20 15:10:55,2021-03-25 10:16:46,115
61647,2021-03-20 15:10:55,2021-03-26 14:52:25,143
61647,2021-03-20 15:10:55,2021-03-30 09:15:04,234
61647,2021-03-20 15:10:55,2021-03-31 17:40:18,266
61647,2021-03-20 15:10:55,2021-04-02 11:20:01,308
61647,2021-03-20 15:10:55,2021-04-05 13:37:53,382
61647,2021-03-20 15:10:55,2021-04-06 14:40:27,407
61647,2021-03-20 15:10:55,2021-04-07 14:40:52,431
61647,2021-03-20 15:10:55,2021-04-08 14:41:36,455
61647,2021-03-20 15:10:55,2021-04-09 14:43:19,479
61647,2021-03-20 15:10:55,2021-04-13 09:01:05,569
61647,2021-03-20 15:10:55,2021-04-14 10:26:05,595
61647,2021-03-20 15:10:55,2021-04-14 10:26:05,595
61648,2021-03-20 15:35:17,2021-03-24 12:19:30,92
61648,2021-03-20 15:35:17,2021-03-30 13:19:22,237
61648,2021-03-20 15:35:17,2021-04-07 10:09:50,426
61649,2021-03-20 15:41:34,2021-03-22 11:09:45,43
61650,2021-03-20 16:23:51,2021-03-22 11:09:25,42
61650,2021-03-20 16:23:51,2021-03-22 11:09:27,42
61650,2021-03-20 16:23:51,2021-03-22 13:24:25,45
61650,2021-03-20 16:23:51,2021-03-23 10:15:21,65
61650,2021-03-20 16:23:51,2021-03-23 10:15:21,65
61652,2021-03-20 16:24:58,2021-03-22 11:08:50,42
61652,2021-03-20 16:24:58,2021-03-22 12:38:00,44
61652,2021-03-20 16:24:58,2021-03-22 15:21:39,46
61652,2021-03-20 16:24:58,2021-03-24 15:57:54,95
61652,2021-03-20 16:24:58,2021-03-31 13:22:36,260
61652,2021-03-20 16:24:58,2021-04-02 10:47:58,306
61652,2021-03-20 16:24:58,2021-04-02 14:54:46,310
61652,2021-03-20 16:24:58,2021-04-02 16:30:30,312
61652,2021-03-20 16:24:58,2021-04-12 10:57:04,546
61652,2021-03-20 16:24:58,2021-04-15 16:32:32,624
61652,2021-03-20 16:24:58,2021-04-16 10:48:49,642
61652,2021-03-20 16:24:58,2021-04-16 17:03:33,648
61654,2021-03-20 16:39:23,2021-03-22 11:08:26,42
61654,2021-03-20 16:39:23,2021-03-22 11:08:29,42
61654,2021-03-20 16:39:23,2021-03-22 11:08:45,42
61654,2021-03-20 16:39:23,2021-03-22 14:29:10,45
61654,2021-03-20 16:39:23,2021-03-23 14:42:29,70
61654,2021-03-20 16:39:23,2021-03-24 14:42:59,94
61654,2021-03-20 16:39:23,2021-03-25 14:43:36,118
61654,2021-03-20 16:39:23,2021-03-26 15:17:55,142
61654,2021-03-20 16:39:23,2021-03-29 17:26:27,216
61654,2021-03-20 16:39:23,2021-03-30 17:34:02,240
61654,2021-03-20 16:39:23,2021-03-31 17:39:41,265
61654,2021-03-20 16:39:23,2021-04-02 11:19:34,306
61654,2021-03-20 16:39:23,2021-04-02 11:19:36,306
61654,2021-03-20 16:39:23,2021-04-05 14:03:10,381
61654,2021-03-20 16:39:23,2021-04-06 15:05:37,406
61654,2021-03-20 16:39:23,2021-04-07 15:06:56,430
61654,2021-03-20 16:39:23,2021-04-08 15:18:35,454
61654,2021-03-20 16:39:23,2021-04-13 09:00:40,568
61654,2021-03-20 16:39:23,2021-04-14 10:25:35,593
61656,2021-03-20 16:40:11,2021-03-22 11:06:59,42
61658,2021-03-20 16:51:52,2021-03-22 11:06:48,42
61658,2021-03-20 16:51:52,2021-03-22 12:21:28,43
61659,2021-03-20 16:56:03,2021-03-22 11:06:36,42
61659,2021-03-20 16:56:03,2021-03-22 11:06:37,42
61659,2021-03-20 16:56:03,2021-03-22 13:23:46,44
61659,2021-03-20 16:56:03,2021-03-23 10:14:58,65
61659,2021-03-20 16:56:03,2021-03-24 10:15:17,89
61659,2021-03-20 16:56:03,2021-03-24 10:15:18,89
61659,2021-03-20 16:56:03,2021-03-24 10:15:20,89
61659,2021-03-20 16:56:03,2021-03-24 10:15:41,89
61659,2021-03-20 16:56:03,2021-03-25 10:25:20,113
61659,2021-03-20 16:56:03,2021-03-26 15:51:44,142
61659,2021-03-20 16:56:03,2021-03-30 10:02:38,233
61659,2021-03-20 16:56:03,2021-03-30 10:02:43,233
61659,2021-03-20 16:56:03,2021-04-01 11:03:37,282
61659,2021-03-20 16:56:03,2021-04-05 16:46:43,383
61659,2021-03-20 16:56:03,2021-04-06 18:26:53,409
61659,2021-03-20 16:56:03,2021-04-08 15:18:06,454
61659,2021-03-20 16:56:03,2021-04-13 09:00:34,568
61659,2021-03-20 16:56:03,2021-04-13 09:00:39,568
61660,2021-03-20 17:01:05,2021-03-23 12:21:19,67
61660,2021-03-20 17:01:05,2021-03-23 13:21:03,68
61660,2021-03-20 17:01:05,2021-03-30 11:11:29,234
61660,2021-03-20 17:01:05,2021-04-07 10:02:38,425
61660,2021-03-20 17:01:05,2021-04-12 14:45:30,549
61660,2021-03-20 17:01:05,2021-04-13 11:54:52,570
61660,2021-03-20 17:01:05,2021-04-26 16:57:16,887
61660,2021-03-20 17:01:05,2021-05-04 09:17:01,1072
61662,2021-03-20 17:08:01,2021-03-22 11:06:25,41
61662,2021-03-20 17:08:01,2021-03-22 12:37:40,43
61662,2021-03-20 17:08:01,2021-03-22 13:23:37,44
61662,2021-03-20 17:08:01,2021-03-23 10:14:36,65
61662,2021-03-20 17:08:01,2021-03-24 10:14:54,89
61662,2021-03-20 17:08:01,2021-03-25 10:15:01,113
61662,2021-03-20 17:08:01,2021-03-26 14:50:42,141
61662,2021-03-20 17:08:01,2021-03-29 15:32:32,214
61662,2021-03-20 17:08:01,2021-03-30 16:54:43,239
61662,2021-03-20 17:08:01,2021-03-31 08:39:42,255
61662,2021-03-20 17:08:01,2021-04-02 14:51:39,309
61662,2021-03-20 17:08:01,2021-04-06 12:47:54,403
61662,2021-03-20 17:08:01,2021-04-07 09:28:45,424
61663,2021-03-20 17:17:20,2021-03-22 11:05:48,41
61663,2021-03-20 17:17:20,2021-03-22 12:36:41,43
61663,2021-03-20 17:17:20,2021-03-22 13:22:57,44
61663,2021-03-20 17:17:20,2021-03-23 10:14:27,64
61663,2021-03-20 17:17:20,2021-03-24 10:14:32,88
61663,2021-03-20 17:17:20,2021-03-24 10:14:35,88
61663,2021-03-20 17:17:20,2021-03-25 10:24:52,113
61663,2021-03-20 17:17:20,2021-03-26 15:17:03,141
61663,2021-03-20 17:17:20,2021-03-29 17:26:03,216
61663,2021-03-20 17:17:20,2021-03-30 17:28:50,240
61663,2021-03-20 17:17:20,2021-03-31 17:38:49,264
61663,2021-03-20 17:17:20,2021-04-02 11:18:21,306
61663,2021-03-20 17:17:20,2021-04-05 13:37:20,380
61663,2021-03-20 17:17:20,2021-04-05 13:37:24,380
61663,2021-03-20 17:17:20,2021-04-05 13:37:26,380
61663,2021-03-20 17:17:20,2021-04-06 18:25:56,409
61663,2021-03-20 17:17:20,2021-04-08 15:18:00,454
61663,2021-03-20 17:17:20,2021-04-08 15:18:04,454
61663,2021-03-20 17:17:20,2021-04-14 10:25:10,593
61665,2021-03-20 18:36:40,2021-03-22 11:05:15,40
61665,2021-03-20 18:36:40,2021-03-22 12:35:51,41
61665,2021-03-20 18:36:40,2021-03-22 13:22:46,42
61665,2021-03-20 18:36:40,2021-03-22 13:23:32,42
61665,2021-03-20 18:36:40,2021-03-23 14:42:16,68
61665,2021-03-20 18:36:40,2021-03-24 14:42:41,92
61665,2021-03-20 18:36:40,2021-03-24 14:42:51,92
61667,2021-03-20 19:04:37,2021-03-23 12:24:35,65
61667,2021-03-20 19:04:37,2021-03-23 13:22:24,66
61667,2021-03-20 19:04:37,2021-03-30 11:14:36,232
61667,2021-03-20 19:04:37,2021-04-07 10:03:20,422
61667,2021-03-20 19:04:37,2021-04-13 09:41:51,566
61667,2021-03-20 19:04:37,2021-04-16 12:25:24,641
61667,2021-03-20 19:04:37,2021-04-26 17:53:40,886
61667,2021-03-20 19:04:37,2021-05-04 09:08:36,1070
61668,2021-03-20 19:07:31,2021-03-22 11:04:46,39
61668,2021-03-20 19:07:31,2021-03-22 12:35:27,41
61668,2021-03-20 19:07:31,2021-03-22 12:35:29,41
61668,2021-03-20 19:07:31,2021-03-22 15:55:38,44
61668,2021-03-20 19:07:31,2021-03-23 15:56:05,68
61668,2021-03-20 19:07:31,2021-03-24 15:57:08,92
61668,2021-03-20 19:07:31,2021-03-25 15:58:25,116
61668,2021-03-20 19:07:31,2021-03-26 15:59:57,140
61668,2021-03-20 19:07:31,2021-03-29 17:24:54,214
61668,2021-03-20 19:07:31,2021-03-30 17:28:34,238
61668,2021-03-20 19:07:31,2021-03-31 17:38:18,262
61668,2021-03-20 19:07:31,2021-04-02 11:17:28,304
61668,2021-03-20 19:07:31,2021-04-05 13:36:42,378
61668,2021-03-20 19:07:31,2021-04-05 13:36:46,378
61668,2021-03-20 19:07:31,2021-04-06 15:05:29,403
61668,2021-03-20 19:07:31,2021-04-07 15:06:42,427
61668,2021-03-20 19:07:31,2021-04-08 15:17:51,452
61668,2021-03-20 19:07:31,2021-04-13 09:00:07,565
61668,2021-03-20 19:07:31,2021-04-14 10:24:54,591
61669,2021-03-20 19:15:54,2021-03-22 11:04:37,39
61669,2021-03-20 19:15:54,2021-03-22 11:04:42,39
61669,2021-03-20 19:15:54,2021-03-22 13:22:33,42
61669,2021-03-20 19:15:54,2021-03-22 13:22:36,42
61669,2021-03-20 19:15:54,2021-03-23 14:41:45,67
61669,2021-03-20 19:15:54,2021-03-23 14:41:48,67
61669,2021-03-20 19:15:54,2021-03-24 14:41:59,91
61669,2021-03-20 19:15:54,2021-03-25 14:42:05,115
61669,2021-03-20 19:15:54,2021-03-25 14:42:13,115
61669,2021-03-20 19:15:54,2021-03-26 15:51:19,140
61669,2021-03-20 19:15:54,2021-03-30 09:33:00,230
61669,2021-03-20 19:15:54,2021-03-31 18:00:05,262
61669,2021-03-20 19:15:54,2021-04-02 13:16:44,306
61669,2021-03-20 19:15:54,2021-04-05 14:03:07,378
61669,2021-03-20 19:15:54,2021-04-06 15:05:23,403
61669,2021-03-20 19:15:54,2021-04-07 15:06:04,427
61669,2021-03-20 19:15:54,2021-04-08 15:17:40,452
61669,2021-03-20 19:15:54,2021-04-08 15:17:44,452
61669,2021-03-20 19:15:54,2021-04-14 10:23:39,591
61669,2021-03-20 19:15:54,2021-04-14 10:23:39,591
61670,2021-03-20 19:16:40,2021-03-22 11:04:04,39
61670,2021-03-20 19:16:40,2021-03-22 12:34:53,41
61670,2021-03-20 19:16:40,2021-03-22 13:21:15,42
61670,2021-03-20 19:16:40,2021-03-23 10:13:43,62
61670,2021-03-20 19:16:40,2021-03-24 10:13:52,86
61670,2021-03-20 19:16:40,2021-03-25 10:14:51,110
61670,2021-03-20 19:16:40,2021-03-26 14:49:44,139
61671,2021-03-20 19:20:56,2021-03-24 12:20:20,88
61671,2021-03-20 19:20:56,2021-03-30 13:24:26,234
61671,2021-03-20 19:20:56,2021-04-07 10:10:59,422
61671,2021-03-20 19:20:56,2021-04-13 09:47:58,566
61671,2021-03-20 19:20:56,2021-04-26 16:52:57,885
61671,2021-03-20 19:20:56,2021-05-04 09:09:20,1069
61673,2021-03-20 19:30:43,2021-03-22 11:03:18,39
61673,2021-03-20 19:30:43,2021-03-22 12:33:04,41
61673,2021-03-20 19:30:43,2021-03-22 13:21:00,41
61673,2021-03-20 19:30:43,2021-03-23 10:13:31,62
61673,2021-03-20 19:30:43,2021-03-24 10:13:44,86
61673,2021-03-20 19:30:43,2021-03-24 10:13:46,86
61673,2021-03-20 19:30:43,2021-03-25 10:17:38,110
61673,2021-03-20 19:30:43,2021-03-26 15:16:45,139
61673,2021-03-20 19:30:43,2021-03-29 17:23:49,213
61673,2021-03-20 19:30:43,2021-03-30 17:24:55,237
61673,2021-03-20 19:30:43,2021-03-31 17:38:04,262
61673,2021-03-20 19:30:43,2021-04-02 11:16:40,303
61673,2021-03-20 19:30:43,2021-04-05 13:36:33,378
61673,2021-03-20 19:30:43,2021-04-05 13:36:38,378
61673,2021-03-20 19:30:43,2021-04-05 13:36:39,378
61673,2021-03-20 19:30:43,2021-04-05 13:36:41,378
61673,2021-03-20 19:30:43,2021-04-08 15:17:31,451
61673,2021-03-20 19:30:43,2021-04-08 15:17:36,451
61673,2021-03-20 19:30:43,2021-04-14 10:23:31,590
61673,2021-03-20 19:30:43,2021-04-14 10:23:34,590
61675,2021-03-20 19:56:57,2021-03-22 11:02:48,39
61675,2021-03-20 19:56:57,2021-03-22 12:31:06,40
61675,2021-03-20 19:56:57,2021-03-22 12:33:30,40
61677,2021-03-20 20:00:41,2021-03-24 12:24:13,88
61677,2021-03-20 20:00:41,2021-03-30 13:25:25,233
61678,2021-03-20 20:01:09,2021-03-24 12:40:18,88
61678,2021-03-20 20:01:09,2021-03-29 11:59:51,207
61678,2021-03-20 20:01:09,2021-03-29 12:12:27,208
61678,2021-03-20 20:01:09,2021-03-29 12:37:36,208
61678,2021-03-20 20:01:09,2021-03-29 13:35:25,209
61678,2021-03-20 20:01:09,2021-03-29 15:44:29,211
61678,2021-03-20 20:01:09,2021-03-29 15:45:16,211
61679,2021-03-20 20:11:17,2021-03-22 11:02:21,38
61680,2021-03-20 20:17:29,2021-03-22 10:56:37,38
61680,2021-03-20 20:17:29,2021-03-22 12:29:12,40
61680,2021-03-20 20:17:29,2021-03-24 09:58:30,85
61680,2021-03-20 20:17:29,2021-03-24 09:59:14,85
61680,2021-03-20 20:17:29,2021-03-27 10:29:33,158
61680,2021-03-20 20:17:29,2021-03-29 14:27:00,210
61680,2021-03-20 20:17:29,2021-03-29 18:01:54,213
61680,2021-03-20 20:17:29,2021-04-01 14:22:56,282
61682,2021-03-20 20:35:44,2021-03-24 14:31:33,89
61682,2021-03-20 20:35:44,2021-03-30 14:28:24,233
61682,2021-03-20 20:35:44,2021-04-07 10:23:11,421
61682,2021-03-20 20:35:44,2021-04-13 10:04:40,565
61682,2021-03-20 20:35:44,2021-04-26 16:55:10,884
61682,2021-03-20 20:35:44,2021-05-04 09:13:36,1068
61683,2021-03-20 20:48:05,2021-03-22 10:55:17,38
61683,2021-03-20 20:48:05,2021-03-22 10:55:36,38
61683,2021-03-20 20:48:05,2021-03-22 10:55:50,38
61685,2021-03-20 20:53:08,2021-03-23 12:35:52,63
61685,2021-03-20 20:53:08,2021-03-23 12:39:28,63
61685,2021-03-20 20:53:08,2021-03-23 13:23:25,64
61685,2021-03-20 20:53:08,2021-03-23 15:02:46,66
61685,2021-03-20 20:53:08,2021-03-30 09:27:35,228
61687,2021-03-20 22:02:16,2021-03-22 10:54:23,36
61688,2021-03-20 22:05:20,2021-03-22 10:54:06,36
61688,2021-03-20 22:05:20,2021-03-22 10:54:07,36
61688,2021-03-20 22:05:20,2021-03-22 13:20:17,39
61688,2021-03-20 22:05:20,2021-03-23 10:13:11,60
61688,2021-03-20 22:05:20,2021-03-23 10:13:12,60
61688,2021-03-20 22:05:20,2021-03-23 10:13:18,60
61688,2021-03-20 22:05:20,2021-03-24 10:13:29,84
61688,2021-03-20 22:05:20,2021-03-25 10:24:59,108
61688,2021-03-20 22:05:20,2021-03-26 15:38:01,137
61688,2021-03-20 22:05:20,2021-03-30 09:14:35,227
61688,2021-03-20 22:05:20,2021-03-31 17:37:48,259
61688,2021-03-20 22:05:20,2021-04-02 11:15:41,301
61688,2021-03-20 22:05:20,2021-04-05 13:36:17,375
61688,2021-03-20 22:05:20,2021-04-06 14:40:15,400
61688,2021-03-20 22:05:20,2021-04-07 14:40:39,424
61688,2021-03-20 22:05:20,2021-04-07 14:40:43,424
61688,2021-03-20 22:05:20,2021-04-08 15:17:17,449
61688,2021-03-20 22:05:20,2021-04-13 08:59:53,562
61688,2021-03-20 22:05:20,2021-04-14 10:23:21,588
61689,2021-03-20 22:13:39,2021-03-22 10:53:50,36
61690,2021-03-20 22:22:22,2021-03-24 14:32:55,88
61690,2021-03-20 22:22:22,2021-03-30 14:57:20,232
61691,2021-03-20 22:23:07,2021-03-22 10:53:40,36
61692,2021-03-20 22:27:42,2021-03-23 15:36:43,65
61692,2021-03-20 22:27:42,2021-03-23 15:55:08,65
61692,2021-03-20 22:27:42,2021-03-23 15:56:21,65
61692,2021-03-20 22:27:42,2021-03-23 17:40:10,67
61692,2021-03-20 22:27:42,2021-03-24 09:08:56,82
61692,2021-03-20 22:27:42,2021-03-24 11:56:58,85
61692,2021-03-20 22:27:42,2021-03-24 17:43:47,91
61692,2021-03-20 22:27:42,2021-03-24 18:02:59,91
61692,2021-03-20 22:27:42,2021-03-25 10:46:26,108
61692,2021-03-20 22:27:42,2021-03-29 17:04:32,210
61692,2021-03-20 22:27:42,2021-03-29 17:05:25,210
61692,2021-03-20 22:27:42,2021-03-30 09:15:10,226
61692,2021-03-20 22:27:42,2021-03-31 11:54:43,253
61693,2021-03-20 23:04:20,2021-03-22 10:53:27,35
61693,2021-03-20 23:04:20,2021-03-22 12:29:02,37
61693,2021-03-20 23:04:20,2021-03-22 12:29:02,37
61693,2021-03-20 23:04:20,2021-03-22 15:49:50,40
61693,2021-03-20 23:04:20,2021-03-22 15:50:49,40
61693,2021-03-20 23:04:20,2021-03-23 15:53:01,64
61693,2021-03-20 23:04:20,2021-03-24 15:53:18,88
61693,2021-03-20 23:04:20,2021-03-25 16:02:37,112
61693,2021-03-20 23:04:20,2021-03-26 16:18:40,137
61693,2021-03-20 23:04:20,2021-03-30 09:14:13,226
61693,2021-03-20 23:04:20,2021-03-31 17:37:30,258
61693,2021-03-20 23:04:20,2021-04-02 11:15:04,300
61693,2021-03-20 23:04:20,2021-04-05 13:36:03,374
61693,2021-03-20 23:04:20,2021-04-05 13:36:04,374
61693,2021-03-20 23:04:20,2021-04-06 15:05:10,400
61693,2021-03-20 23:04:20,2021-04-07 15:05:59,424
61693,2021-03-20 23:04:20,2021-04-08 15:17:02,448
61693,2021-03-20 23:04:20,2021-04-08 15:17:03,448
61693,2021-03-20 23:04:20,2021-04-08 15:17:04,448
61693,2021-03-20 23:04:20,2021-04-09 13:35:41,470
61693,2021-03-20 23:04:20,2021-04-09 15:39:53,472
61693,2021-03-20 23:04:20,2021-04-10 08:47:16,489
61693,2021-03-20 23:04:20,2021-04-12 09:10:12,538
61693,2021-03-20 23:04:20,2021-04-16 11:35:22,636
61693,2021-03-20 23:04:20,2021-04-16 11:37:05,636
61693,2021-03-20 23:04:20,2021-04-16 13:19:41,638
61694,2021-03-20 23:33:52,2021-03-22 10:53:01,35
61694,2021-03-20 23:33:52,2021-03-22 12:28:33,36
61694,2021-03-20 23:33:52,2021-03-22 13:19:51,37
61694,2021-03-20 23:33:52,2021-03-23 10:13:02,58
61694,2021-03-20 23:33:52,2021-03-24 10:13:14,82
61694,2021-03-20 23:33:52,2021-03-25 10:14:34,106
61694,2021-03-20 23:33:52,2021-03-26 14:49:02,135
61694,2021-03-20 23:33:52,2021-03-29 15:32:25,207
61694,2021-03-20 23:33:52,2021-03-30 16:54:28,233
61694,2021-03-20 23:33:52,2021-03-31 17:20:17,257
61694,2021-03-20 23:33:52,2021-04-02 11:00:31,299
61694,2021-03-20 23:33:52,2021-04-05 13:21:39,373
61694,2021-03-20 23:33:52,2021-04-06 14:21:29,398
61694,2021-03-20 23:33:52,2021-04-07 14:21:42,422
61694,2021-03-20 23:33:52,2021-04-08 14:22:56,446
61694,2021-03-20 23:33:52,2021-04-09 14:23:24,470
61694,2021-03-20 23:33:52,2021-04-12 16:55:02,545
61694,2021-03-20 23:33:52,2021-04-12 16:55:43,545
61694,2021-03-20 23:33:52,2021-04-14 10:23:08,586
61696,2021-03-21 00:09:45,2021-03-22 10:52:38,34
61696,2021-03-21 00:09:45,2021-03-22 12:28:07,36
61696,2021-03-21 00:09:45,2021-03-22 13:19:42,37
61696,2021-03-21 00:09:45,2021-03-22 13:20:13,37
61696,2021-03-21 00:09:45,2021-03-23 14:40:53,62
61696,2021-03-21 00:09:45,2021-03-23 14:40:55,62
61696,2021-03-21 00:09:45,2021-03-24 14:41:21,86
61696,2021-03-21 00:09:45,2021-03-24 14:41:24,86
61696,2021-03-21 00:09:45,2021-03-25 14:41:55,110
61696,2021-03-21 00:09:45,2021-03-25 14:42:43,110
61696,2021-03-21 00:09:45,2021-03-25 14:43:46,110
61696,2021-03-21 00:09:45,2021-03-27 10:38:27,154
61696,2021-03-21 00:09:45,2021-03-30 11:14:56,227
61696,2021-03-21 00:09:45,2021-04-01 11:03:27,274
61696,2021-03-21 00:09:45,2021-04-05 16:46:10,376
61696,2021-03-21 00:09:45,2021-04-06 18:24:05,402
61696,2021-03-21 00:09:45,2021-04-08 15:16:42,447
61696,2021-03-21 00:09:45,2021-04-13 08:59:14,560
61696,2021-03-21 00:09:45,2021-04-14 10:22:37,586
61697,2021-03-21 00:20:00,2021-03-22 10:52:10,34
61697,2021-03-21 00:20:00,2021-03-22 12:27:51,36
61697,2021-03-21 00:20:00,2021-03-22 13:19:26,36
61697,2021-03-21 00:20:00,2021-03-23 10:12:39,57
61697,2021-03-21 00:20:00,2021-03-23 10:12:42,57
61697,2021-03-21 00:20:00,2021-03-24 10:12:52,81
61697,2021-03-21 00:20:00,2021-03-25 10:15:55,105
61697,2021-03-21 00:20:00,2021-03-26 15:16:07,134
61697,2021-03-21 00:20:00,2021-03-27 08:46:28,152
61697,2021-03-21 00:20:00,2021-04-08 16:29:31,448
61698,2021-03-21 02:49:58,2021-03-22 10:51:59,32
61698,2021-03-21 02:49:58,2021-03-22 10:52:02,32
61698,2021-03-21 02:49:58,2021-03-22 13:18:43,34
61698,2021-03-21 02:49:58,2021-03-23 10:12:07,55
61698,2021-03-21 02:49:58,2021-03-24 10:12:16,79
61698,2021-03-21 02:49:58,2021-03-25 10:12:27,103
61698,2021-03-21 02:49:58,2021-03-26 14:48:19,131
61698,2021-03-21 02:49:58,2021-03-29 15:32:16,204
61698,2021-03-21 02:49:58,2021-03-30 16:53:56,230
61698,2021-03-21 02:49:58,2021-03-31 17:20:00,254
61698,2021-03-21 02:49:58,2021-03-31 17:20:01,254
61698,2021-03-21 02:49:58,2021-04-02 11:14:50,296
61698,2021-03-21 02:49:58,2021-04-05 13:35:43,370
61698,2021-03-21 02:49:58,2021-04-05 13:35:43,370
61698,2021-03-21 02:49:58,2021-04-06 15:04:44,396
61698,2021-03-21 02:49:58,2021-04-06 15:04:48,396
61699,2021-03-21 04:28:24,2021-03-22 10:51:30,30
61699,2021-03-21 04:28:24,2021-03-22 12:27:15,31
61699,2021-03-21 04:28:24,2021-03-22 12:27:18,31
61699,2021-03-21 04:28:24,2021-03-22 15:47:33,35
61699,2021-03-21 04:28:24,2021-03-23 15:48:14,59
61699,2021-03-21 04:28:24,2021-03-23 15:48:16,59
61700,2021-03-21 05:03:05,2021-03-22 10:51:10,29
61700,2021-03-21 05:03:05,2021-03-22 12:27:04,31
61700,2021-03-21 05:03:05,2021-03-22 13:18:30,32
61700,2021-03-21 05:03:05,2021-03-22 13:19:33,32
61700,2021-03-21 05:03:05,2021-03-23 14:40:34,57
61700,2021-03-21 05:03:05,2021-03-24 14:40:53,81
61700,2021-03-21 05:03:05,2021-03-24 14:40:58,81
61700,2021-03-21 05:03:05,2021-03-25 14:41:15,105
61700,2021-03-21 05:03:05,2021-03-26 15:32:35,130
61700,2021-03-21 05:03:05,2021-03-30 09:13:50,220
61700,2021-03-21 05:03:05,2021-03-31 16:42:33,251
61702,2021-03-21 05:49:38,2021-03-22 10:50:45,29
61702,2021-03-21 05:49:38,2021-03-22 12:26:39,30
61702,2021-03-21 05:49:38,2021-03-22 13:18:17,31
61702,2021-03-21 05:49:38,2021-03-22 13:18:22,31
61702,2021-03-21 05:49:38,2021-03-23 14:40:14,56
61702,2021-03-21 05:49:38,2021-03-23 14:40:14,56
61702,2021-03-21 05:49:38,2021-03-24 14:41:15,80
61702,2021-03-21 05:49:38,2021-03-25 14:41:30,104
61702,2021-03-21 05:49:38,2021-03-25 14:41:32,104
61702,2021-03-21 05:49:38,2021-03-26 15:51:08,130
61702,2021-03-21 05:49:38,2021-03-30 09:32:34,219
61702,2021-03-21 05:49:38,2021-03-31 17:59:28,252
61702,2021-03-21 05:49:38,2021-04-02 13:16:39,295
61702,2021-03-21 05:49:38,2021-04-05 14:02:59,368
61702,2021-03-21 05:49:38,2021-04-06 15:04:17,393
61702,2021-03-21 05:49:38,2021-04-07 15:04:35,417
61702,2021-03-21 05:49:38,2021-04-07 15:04:37,417
61702,2021-03-21 05:49:38,2021-04-13 08:58:23,555
61702,2021-03-21 05:49:38,2021-04-20 11:09:00,725
61703,2021-03-21 06:08:28,2021-03-22 10:50:40,28
61703,2021-03-21 06:08:28,2021-03-22 12:26:24,30
61703,2021-03-21 06:08:28,2021-03-22 12:26:32,30
61703,2021-03-21 06:08:28,2021-03-22 15:46:43,33
61703,2021-03-21 06:08:28,2021-03-23 15:47:24,57
61703,2021-03-21 06:08:28,2021-03-24 15:49:06,81
61703,2021-03-21 06:08:28,2021-03-25 15:49:52,105
61703,2021-03-21 06:08:28,2021-03-25 15:49:55,105
61703,2021-03-21 06:08:28,2021-03-25 17:43:57,107
61703,2021-03-21 06:08:28,2021-03-26 11:38:05,125
61703,2021-03-21 06:08:28,2021-03-26 17:38:01,131
61703,2021-03-21 06:08:28,2021-03-29 11:04:59,196
61703,2021-03-21 06:08:28,2021-03-29 17:22:19,203
61703,2021-03-21 06:08:28,2021-03-30 10:29:37,220
61703,2021-03-21 06:08:28,2021-03-31 08:42:24,242
61704,2021-03-21 06:11:37,2021-03-23 16:47:14,58
61704,2021-03-21 06:11:37,2021-03-30 11:44:37,221
61704,2021-03-21 06:11:37,2021-04-07 10:04:20,411
61704,2021-03-21 06:11:37,2021-04-13 09:42:51,555
