,lead_id,month,year,numberOfAppointments,numberOfCalls,callTimeMinute,numberofStatuses,hoursSinceCall,isCust
2305,10746,11,2019,6,16,95.47,6,8,0
2306,10753,11,2019,1,3,9.72,2,3,0
2307,10759,11,2019,1,17,29.12,3,0,0
2308,10760,11,2019,2,5,38.47,3,0,0
2309,10766,11,2019,2,9,16.72,6,1760,0
2310,10768,11,2019,4,10,17.33,6,70,0
2311,10769,11,2019,4,16,160.97,4,0,0
2312,10772,11,2019,3,7,55.22,4,0,0
2313,10782,11,2019,3,21,72.9,9,67,0
2314,10793,11,2019,1,3,7.43,3,10,0
2315,10798,11,2019,3,16,15.9,6,2,0
2316,10807,11,2019,3,6,42.08,4,0,0
2317,10809,11,2019,3,22,21.78,11,0,0
2318,10810,11,2019,2,11,31.83,7,0,0
2319,10812,11,2019,5,19,129.43,5,0,0
2320,10816,11,2019,1,14,49.23,2,0,1
2321,10817,11,2019,1,4,39.57,5,43,0
2322,10818,11,2019,8,15,105.43,7,0,0
2323,10820,11,2019,2,3,12.95,2,0,0
2324,10821,11,2019,6,16,27.0,5,0,0
2325,10823,11,2019,1,3,14.57,3,0,0
2326,10826,11,2019,5,16,96.58,5,1103,0
2327,10827,11,2019,1,12,164.38,5,38,0
2328,10829,11,2019,3,7,26.17,2,136,0
2329,10835,11,2019,1,16,83.28,4,36,0
2330,10840,11,2019,3,15,34.57,4,34,0
2331,10841,11,2019,1,14,148.22,6,34,1
2332,10846,12,2019,4,13,64.55,7,26,0
2333,10851,12,2019,3,24,153.32,5,30,1
2334,10852,12,2019,1,3,7.27,3,23,0
2335,10858,12,2019,4,15,34.93,6,21,0
2336,10861,12,2019,1,15,37.87,7,19,0
2337,10862,12,2019,2,22,31.13,11,24,0
2338,10866,12,2019,4,8,109.65,9,18,0
2339,10869,12,2019,2,11,27.0,7,16,0
2340,10876,12,2019,3,8,29.98,6,14,0
2341,10885,12,2019,2,6,40.35,3,11,0
2342,10893,12,2019,2,14,24.62,4,7,0
2343,10894,12,2019,2,5,13.5,4,7,0
2344,10901,12,2019,6,16,44.25,5,0,0
2345,10902,12,2019,1,4,0.17,4,1,1
2346,10904,12,2019,6,11,85.58,3,1,0
2347,10906,12,2019,2,17,50.37,7,0,0
2348,10913,12,2019,2,18,162.32,6,23,0
2349,10917,12,2019,4,15,29.42,4,0,0
2350,10918,12,2019,1,3,90.27,2,0,0
2351,10919,12,2019,3,15,20.85,4,30,0
2352,10927,12,2019,1,12,5.92,7,0,0
2353,10928,12,2019,1,2,4.27,3,0,0
2354,10931,12,2019,2,11,44.57,3,21,0
2355,10936,12,2019,1,32,77.13,2,0,1
2356,10938,12,2019,4,9,7.3,2,357,0
2357,10939,12,2019,4,11,15.3,7,357,0
2358,10940,12,2019,1,16,15.12,4,0,0
2359,10943,12,2019,3,7,11.15,4,0,0
2360,10944,12,2019,1,4,6.3,3,2,0
2361,10946,12,2019,15,15,76.58,9,1581,0
2362,10947,12,2019,1,29,41.53,11,0,1
2363,10960,12,2019,3,8,50.23,4,0,0
2364,10961,12,2019,1,7,7.63,3,14,0
2365,10962,12,2019,1,8,22.97,3,13,0
2366,10977,12,2019,10,11,177.68,3,0,0
2367,10981,12,2019,3,15,34.35,4,0,0
2368,10983,12,2019,2,10,145.9,4,0,0
2369,10984,12,2019,1,16,105.85,3,49,1
2370,10986,12,2019,18,26,138.02,4,0,0
2371,10987,12,2019,1,9,52.95,3,0,0
2372,10988,12,2019,1,4,0.75,3,0,0
2373,10989,12,2019,1,16,25.68,9,0,0
2374,10990,12,2019,1,29,173.93,3,0,1
2375,10994,12,2019,1,15,8.88,3,6,0
2376,11003,12,2019,2,4,4.03,5,599,0
2377,11005,12,2019,1,8,9.83,3,0,0
2378,11017,12,2019,6,14,37.62,4,0,0
2379,11020,12,2019,5,15,10.27,2,44,0
2380,11022,12,2019,1,5,42.93,4,0,0
2381,11025,12,2019,2,6,109.32,4,94,1
2382,11028,12,2019,1,5,30.08,2,0,0
2383,11032,12,2019,1,6,25.62,3,0,0
2384,11035,12,2019,2,24,224.47,4,142,1
2385,11036,12,2019,2,4,26.45,4,15,0
2386,11039,12,2019,6,21,34.87,10,0,0
2387,11040,12,2019,2,10,143.93,5,15,0
2388,11045,12,2019,11,33,277.57,8,14,1
2389,11052,12,2019,2,5,6.43,3,0,0
2390,11056,12,2019,1,16,28.72,4,0,0
2391,11060,12,2019,2,11,35.55,3,11,0
2392,11061,12,2019,3,17,97.08,4,9,0
2393,11064,12,2019,13,16,118.45,6,9,0
2394,11066,12,2019,2,3,52.05,3,1,0
2395,11070,12,2019,4,10,14.02,3,32,0
2396,11073,12,2019,1,4,0.92,4,817,0
2397,11080,12,2019,8,25,83.63,4,0,0
2398,11082,12,2019,2,6,67.52,3,0,0
2399,11085,12,2019,6,17,70.78,4,0,0
2400,11093,12,2019,1,2,29.53,2,0,0
2401,11094,12,2019,11,23,101.38,3,45,0
2402,11097,12,2019,6,14,42.5,2,0,0
2403,11098,12,2019,1,5,16.23,4,148,0
2404,11102,12,2019,3,15,18.63,5,0,0
2405,11103,12,2019,1,15,114.0,4,0,1
2406,11104,12,2019,7,15,34.97,11,2,0
2407,11105,12,2019,1,5,8.88,3,1,0
2408,11108,12,2019,2,19,152.17,7,42,0
2409,11112,12,2019,3,35,155.15,4,0,1
2410,11113,12,2019,1,24,106.55,9,0,0
2411,11114,12,2019,2,32,109.13,6,1,0
2412,11115,12,2019,2,15,117.48,8,0,1
2413,11122,12,2019,3,7,73.9,4,0,0
2414,11125,12,2019,2,3,1.28,4,568,0
2415,11129,12,2019,4,13,88.9,6,0,1
2416,11130,12,2019,7,20,126.5,14,0,0
2417,11137,12,2019,1,15,19.68,11,0,0
2418,11144,12,2019,5,13,114.2,8,8,0
2419,11158,12,2019,1,9,22.0,2,0,0
2420,11162,12,2019,3,13,121.47,5,0,1
2421,11164,12,2019,1,2,0.08,2,312,0
2422,11169,12,2019,2,3,1.87,2,0,0
2423,11172,12,2019,1,4,48.8,2,0,0
2424,11174,12,2019,1,7,78.53,3,0,0
2425,11179,12,2019,5,16,67.7,10,0,0
2426,11183,12,2019,12,26,53.27,8,289,0
2427,11190,12,2019,1,6,4.77,4,116,0
2428,11191,12,2019,2,2,0.53,3,4,0
2429,11194,12,2019,1,3,13.67,2,0,0
2430,11198,12,2019,2,8,3.13,5,116,0
2431,11200,12,2019,2,9,54.38,8,1,0
2432,11203,12,2019,3,16,10.33,8,307,0
2433,11213,12,2019,4,12,78.97,3,0,0
2434,11217,12,2019,8,17,50.5,7,0,0
2435,11225,12,2019,1,4,0.72,3,24,0
2436,11226,12,2019,3,18,122.03,8,0,0
2437,11228,12,2019,9,13,28.52,7,0,0
2438,11230,12,2019,2,5,7.15,3,0,0
2439,11234,12,2019,8,21,119.65,11,0,0
2440,11236,12,2019,3,8,18.82,4,0,0
2441,11238,12,2019,1,6,11.72,2,0,1
2442,11249,12,2019,1,18,37.93,7,3,0
2443,11251,12,2019,1,16,19.42,9,2,0
2444,11252,12,2019,1,7,2.37,5,2,0
2445,11253,12,2019,5,17,183.65,5,0,0
2446,11257,12,2019,1,13,4.12,5,6,0
2447,11260,12,2019,11,12,34.65,4,0,0
2448,11264,12,2019,1,3,11.13,3,0,0
2449,11270,12,2019,1,5,87.82,5,0,0
2450,11271,12,2019,1,8,7.97,4,0,0
2451,11272,12,2019,4,28,33.62,12,2,0
2452,11277,12,2019,2,6,60.32,6,0,0
2453,11279,12,2019,8,15,38.45,12,69,0
2454,11280,12,2019,7,8,74.83,5,0,0
2455,11281,12,2019,1,3,18.98,4,75,0
2456,11284,12,2019,4,11,10.98,3,1,0
2457,11287,12,2019,4,16,23.6,3,0,0
2458,11288,12,2019,10,12,22.52,4,0,0
2459,11293,12,2019,6,15,20.98,6,0,0
2460,11299,12,2019,7,29,142.18,9,0,1
2461,11302,12,2019,2,23,84.83,8,64,1
2462,11313,12,2019,4,12,32.2,7,0,0
2463,11315,12,2019,1,18,23.82,7,1,0
2464,11320,12,2019,8,23,48.8,4,0,0
2465,11321,12,2019,1,3,0.12,3,0,0
2466,11326,12,2019,1,5,6.27,3,0,0
2467,11328,12,2019,2,19,76.68,9,0,0
2468,11331,12,2019,8,16,22.72,5,117,0
2469,11335,12,2019,2,15,22.58,3,16,0
2470,11337,12,2019,10,27,119.22,7,15,0
2471,11351,12,2019,1,4,16.17,3,10,0
2472,11352,12,2019,2,6,54.48,6,4,0
2473,11363,12,2019,8,17,44.3,8,0,0
2474,11365,12,2019,1,6,58.3,3,0,0
2475,11368,12,2019,1,5,11.05,5,0,0
2476,11373,12,2019,8,15,71.47,10,0,0
2477,11377,12,2019,1,14,144.02,6,0,0
2478,11379,12,2019,1,30,166.02,8,0,0
2479,11381,12,2019,9,12,16.75,8,45,0
2480,11392,12,2019,6,8,99.37,5,43,0
2481,11403,12,2019,1,10,93.03,4,40,1
2482,11404,12,2019,8,17,106.03,7,40,0
2483,11417,12,2019,2,13,4.1,4,35,0
2484,11419,12,2019,5,11,44.18,7,87,0
2485,11428,12,2019,1,6,30.88,4,26,0
2486,11431,12,2019,4,11,20.83,6,25,0
2487,11437,12,2019,2,6,12.3,3,23,0
2488,11439,12,2019,1,16,120.32,8,22,0
2489,11448,12,2019,6,8,54.88,5,18,0
2490,11450,12,2019,1,9,59.73,4,17,1
2491,11454,12,2019,6,15,26.35,7,16,0
2492,11458,12,2019,1,7,9.12,3,15,0
2493,11462,12,2019,1,15,13.85,7,14,0
2494,11466,12,2019,2,2,19.72,2,144,0
2495,11470,12,2019,1,2,14.63,2,13,0
2496,11479,12,2019,12,28,84.08,7,9,0
2497,11491,12,2019,3,18,216.0,10,1,1
2498,11492,12,2019,3,8,76.65,5,51,0
2499,11493,12,2019,2,12,37.75,7,0,0
2500,11495,12,2019,1,4,24.73,3,53,0
2501,11498,12,2019,2,6,65.53,5,0,0
2502,11501,12,2019,1,9,12.62,3,0,0
2503,11502,12,2019,2,5,49.73,4,0,0
2504,11512,12,2019,3,5,20.77,6,1,0
2505,11514,12,2019,1,19,146.37,4,0,0
2506,11515,12,2019,1,7,37.93,7,0,0
2507,11523,12,2019,3,10,72.62,7,0,0
2508,11528,12,2019,5,15,34.43,9,0,0
2509,11529,12,2019,4,5,62.52,5,23,0
2510,11535,12,2019,7,17,115.1,10,0,0
2511,11538,12,2019,1,8,16.62,5,0,0
2512,11541,12,2019,2,4,21.02,4,0,0
2513,11544,12,2019,1,17,95.03,12,0,0
2514,11546,12,2019,2,4,26.25,4,0,0
2515,11548,12,2019,1,15,68.98,5,0,0
2516,11550,12,2019,9,14,118.22,7,13,0
2517,11559,12,2019,1,7,35.67,5,8,0
2518,11560,12,2019,1,15,22.73,5,6,0
2519,11565,12,2019,1,8,19.35,7,1,1
2520,11569,12,2019,3,7,45.93,4,6,0
2521,11573,12,2019,4,10,61.73,4,0,0
2522,11582,12,2019,15,15,63.77,5,151,0
2523,11586,12,2019,1,1,9.98,3,0,0
2524,11590,12,2019,2,11,84.67,4,0,0
2525,11592,12,2019,1,4,13.08,3,2,0
2526,11593,12,2019,2,12,17.7,6,4,0
2527,11594,12,2019,3,19,41.9,8,3,0
2528,11595,12,2019,2,6,19.1,3,6,0
2529,11601,12,2019,3,9,40.5,6,0,0
2530,11603,12,2019,2,18,31.95,5,77,0
2531,11605,12,2019,1,2,18.9,3,0,0
2532,11606,12,2019,1,29,268.05,3,0,1
2533,11607,12,2019,4,15,58.03,15,48,0
2534,11609,12,2019,5,10,41.1,6,0,0
2535,11612,12,2019,4,11,65.12,6,0,0
2536,11621,12,2019,2,25,55.28,7,0,1
2537,11625,12,2019,1,24,32.08,10,0,0
2538,11626,12,2019,5,12,64.37,4,0,0
2539,11630,12,2019,5,16,19.5,4,0,0
2540,11632,12,2019,1,10,67.0,6,0,1
2541,11633,12,2019,7,18,111.08,5,0,1
2542,11636,12,2019,2,7,32.67,4,0,0
2543,11644,12,2019,6,18,161.47,14,11,0
2544,11646,12,2019,2,2,19.53,3,8,0
2545,11647,12,2019,13,31,172.07,8,6,0
2546,11653,12,2019,4,9,21.03,4,2,0
2547,11670,12,2019,12,17,35.8,8,2,0
2548,11672,12,2019,5,19,33.65,5,0,0
2549,11677,12,2019,2,9,110.1,5,0,0
2550,11678,12,2019,1,9,104.8,5,0,0
2551,11684,12,2019,1,3,1.4,5,70,0
2552,11686,12,2019,5,10,61.07,3,0,0
2553,11691,12,2019,7,15,19.97,8,0,0
2554,11696,12,2019,2,10,47.47,9,0,0
2555,11698,12,2019,1,5,0.3,5,97,0
2556,11700,12,2019,2,5,20.85,2,2,0
2557,11701,12,2019,14,27,84.77,7,0,0
2558,11705,12,2019,5,9,34.07,7,0,0
2559,11711,12,2019,2,4,68.32,4,0,0
2560,11717,12,2019,5,15,13.77,6,0,0
2561,11720,12,2019,4,51,394.02,16,0,1
2562,11721,12,2019,1,4,102.85,3,0,0
2563,11725,12,2019,2,24,34.0,2,0,0
2564,11733,12,2019,6,47,242.33,22,13,1
2565,11734,12,2019,4,12,17.75,8,13,0
2566,11737,12,2019,7,48,214.47,4,12,1
2567,11742,12,2019,11,15,38.6,8,10,0
2568,11750,12,2019,4,6,19.82,3,2,0
2569,11751,12,2019,2,4,91.15,4,1,0
2570,11752,12,2019,1,9,21.17,4,2,0
2571,11759,12,2019,3,12,15.63,5,0,0
2572,11761,12,2019,4,15,11.35,12,0,0
2573,11763,12,2019,1,20,175.47,9,0,1
2574,11775,12,2019,1,2,18.12,3,0,0
2575,11777,12,2019,6,16,27.12,5,0,0
2576,11781,12,2019,3,16,116.02,7,0,0
2577,11782,12,2019,7,23,38.2,8,0,0
2578,11786,12,2019,6,10,93.68,7,0,0
2579,11789,12,2019,1,21,184.67,4,0,1
2580,11792,12,2019,3,14,92.12,12,0,0
2581,11794,12,2019,2,31,120.87,7,0,0
2582,11796,12,2019,2,4,84.85,4,0,0
2583,11799,12,2019,2,17,39.47,6,0,0
2584,11802,12,2019,1,2,10.5,3,0,0
2585,11810,12,2019,6,11,78.7,7,0,0
2586,11811,12,2019,2,4,33.1,3,0,0
2587,11814,12,2019,5,7,95.03,7,0,0
2588,11819,12,2019,4,17,27.43,4,0,0
2589,11820,12,2019,10,23,109.68,17,0,0
2590,11821,12,2019,19,42,240.92,7,0,1
2591,11823,12,2019,1,9,21.83,3,0,0
2592,11830,12,2019,1,5,22.95,2,0,1
2593,11831,12,2019,1,15,26.97,10,11,0
2594,11841,12,2019,5,11,25.73,11,11,0
2595,11843,12,2019,5,28,24.68,10,0,0
2596,11846,12,2019,2,4,8.82,4,0,0
2597,11850,12,2019,8,55,235.22,14,0,1
2598,11865,12,2019,4,6,58.43,5,0,0
2599,11866,12,2019,11,19,31.97,6,0,0
2600,11870,12,2019,7,16,28.58,14,0,0
2601,11872,12,2019,7,6,73.75,5,0,0
2602,11875,12,2019,2,5,40.9,4,0,0
2603,11879,12,2019,8,21,26.78,13,0,0
2604,11884,12,2019,4,7,61.35,6,0,0
2605,11885,12,2019,7,22,24.12,5,0,0
2606,11890,12,2019,7,15,45.48,3,0,0
2607,11892,12,2019,6,17,28.28,10,0,0
2608,11893,12,2019,1,32,198.83,9,0,1
2609,11899,12,2019,8,13,100.57,5,0,0
2610,11903,12,2019,2,8,89.97,7,0,0
2611,11905,12,2019,10,15,27.87,8,0,0
2612,11908,12,2019,13,20,56.07,8,0,0
2613,11914,12,2019,4,9,9.53,5,14,0
2614,11917,12,2019,6,15,26.37,6,13,0
2615,11918,12,2019,10,16,50.2,5,0,0
2616,11919,12,2019,1,16,36.93,4,13,1
2617,11921,12,2019,11,15,26.68,7,12,0
2618,11927,12,2019,4,17,23.12,4,10,0
2619,11944,12,2019,2,2,40.93,4,0,0
2620,11945,12,2019,1,2,14.02,2,0,0
2621,11946,12,2019,1,16,30.42,4,0,0
2622,11957,12,2019,12,17,77.62,6,0,0
2623,11973,12,2019,1,7,16.38,3,0,0
2624,11991,12,2019,5,13,97.27,4,0,0
2625,11997,12,2019,2,15,14.15,9,35,0
2626,12017,12,2019,2,6,20.1,4,24,0
2627,12021,12,2019,12,15,38.35,5,23,0
2628,12023,12,2019,8,15,79.03,6,23,0
2629,12028,12,2019,4,8,138.05,6,20,0
2630,12029,12,2019,1,2,9.17,3,20,0
2631,12032,12,2019,1,7,8.67,8,20,0
2632,12034,12,2019,9,14,163.28,6,20,0
2633,12040,12,2019,1,4,15.47,5,18,0
2634,12043,12,2019,4,6,30.38,4,18,0
2635,12045,12,2019,8,9,78.85,5,17,0
2636,12057,12,2019,8,15,120.43,6,15,0
2637,12069,12,2019,10,16,196.37,5,14,0
2638,12081,12,2019,4,11,106.0,7,35,1
2639,12084,12,2019,3,7,51.82,4,7,0
2640,12095,12,2019,5,6,28.6,4,0,0
2641,12099,12,2019,5,14,22.55,4,0,0
2642,12102,12,2019,5,9,31.45,4,0,0
2643,12109,12,2019,3,10,56.02,5,0,0
2644,12115,12,2019,5,11,4.65,4,29,0
2645,12118,12,2019,14,23,42.0,9,0,0
2646,12125,12,2019,10,25,131.6,7,0,0
2647,12126,12,2019,3,7,47.9,3,0,0
2648,12137,12,2019,2,15,95.73,8,1,0
2649,12140,12,2019,9,18,89.92,4,21,0
2650,12155,12,2019,5,7,62.72,4,0,0
2651,12157,12,2019,2,11,17.7,4,0,0
2652,12161,12,2019,5,9,35.83,3,0,0
2653,12167,12,2019,2,34,145.6,10,7479,1
2654,12170,12,2019,9,15,55.28,5,0,0
2655,12171,12,2019,1,15,21.83,4,0,0
2656,12176,12,2019,11,21,123.42,4,2,1
2657,12179,12,2019,1,2,38.42,3,1,0
2658,12184,12,2019,9,14,33.32,3,0,0
2659,12187,12,2019,6,8,19.93,6,0,0
2660,12193,12,2019,1,26,104.88,4,9,1
2661,12198,12,2019,6,15,21.35,5,3,0
2662,12206,12,2019,8,30,58.25,8,1,0
2663,12217,12,2019,6,25,211.88,7,0,1
2664,12221,12,2019,3,7,8.88,4,0,0
2665,12231,12,2019,16,63,160.07,10,0,1
2666,12237,12,2019,12,21,63.03,5,0,0
2667,12238,12,2019,1,2,8.83,3,0,0
2668,12251,12,2019,8,17,38.98,3,0,0
2669,12254,12,2019,27,38,108.05,4,0,0
2670,12255,12,2019,6,16,42.78,9,0,0
2671,12256,12,2019,7,18,146.43,8,0,0
2672,12261,12,2019,1,16,20.93,8,0,0
2673,12269,12,2019,5,35,107.8,4,0,0
2674,12270,12,2019,1,9,142.62,3,0,1
2675,12271,12,2019,2,12,206.4,3,21,0
2676,12273,12,2019,4,8,105.28,5,0,0
2677,12274,12,2019,1,4,31.63,4,0,0
2678,12288,12,2019,3,6,54.8,3,12,0
2679,12291,12,2019,9,11,68.05,6,11,0
2680,12298,12,2019,2,17,34.32,3,9,0
2681,12311,12,2019,1,15,2.62,7,1,0
2682,12312,12,2019,15,22,143.58,8,1,1
2683,12315,12,2019,1,3,22.08,3,0,0
2684,12321,12,2019,23,57,192.27,12,0,1
2685,12325,12,2019,1,3,26.83,3,0,0
2686,12329,12,2019,1,4,76.85,5,0,0
2687,12335,12,2019,1,8,31.5,5,0,0
2688,12336,12,2019,4,13,19.4,6,0,0
2689,12340,12,2019,5,14,38.6,4,0,0
2690,12343,12,2019,1,2,15.87,3,0,0
2691,12355,12,2019,1,5,54.78,6,0,0
2692,12358,12,2019,3,14,80.53,3,0,1
2693,12360,12,2019,4,14,60.25,5,0,0
2694,12363,12,2019,1,13,93.65,6,0,0
2695,12364,12,2019,14,17,48.45,8,0,0
2696,12365,12,2019,3,26,77.2,9,0,0
2697,12369,12,2019,11,19,38.22,5,0,0
2698,12377,12,2019,6,12,42.88,6,0,0
2699,12383,12,2019,2,3,40.3,6,0,0
2700,12389,12,2019,4,13,24.47,5,0,0
2701,12403,12,2019,4,16,63.27,5,0,0
2702,12406,12,2019,8,15,17.82,9,13,0
2703,12407,12,2019,2,7,19.55,5,13,0
2704,12426,12,2019,1,13,22.1,3,4,0
2705,12432,12,2019,3,20,104.05,6,0,1
2706,12433,12,2019,10,15,13.37,8,0,0
2707,12434,12,2019,3,4,29.43,4,0,0
2708,12437,12,2019,2,11,129.22,4,3,1
2709,12445,12,2019,2,4,49.23,6,0,0
2710,12448,12,2019,3,7,15.38,4,0,0
2711,12449,12,2019,1,3,18.73,3,0,0
2712,12454,12,2019,1,12,28.52,6,0,0
2713,12455,12,2019,1,4,25.98,3,0,0
2714,12456,12,2019,3,25,129.7,15,0,0
2715,12471,12,2019,5,15,15.62,4,0,0
2716,12486,12,2019,4,15,19.77,6,0,0
2717,12489,12,2019,1,2,29.02,4,0,0
2718,12490,12,2019,5,6,95.4,4,0,0
2719,12500,12,2019,13,15,17.27,4,0,0
2720,12510,12,2019,14,15,82.87,7,0,0
2721,12538,12,2019,5,18,45.23,5,0,0
2722,12539,12,2019,3,4,14.73,4,0,0
2723,12541,12,2019,1,13,99.68,3,76,0
2724,12543,12,2019,1,6,75.15,3,0,0
2725,12552,12,2019,13,15,10.48,5,0,0
2726,12559,12,2019,1,31,284.85,4,0,1
2727,12567,12,2019,7,10,61.53,3,0,0
2728,12569,12,2019,12,17,29.78,8,0,0
2729,12570,12,2019,3,9,39.27,6,0,0
2730,12573,12,2019,2,2,8.57,2,0,0
2731,12579,12,2019,2,3,2.45,5,0,0
2732,12580,12,2019,3,3,24.12,2,0,0
2733,12586,12,2019,5,12,122.62,4,0,0
2734,12587,12,2019,5,13,26.57,13,0,0
2735,12593,12,2019,1,3,1.47,3,0,0
2736,12605,12,2019,16,23,192.82,4,9,0
2737,12607,12,2019,1,20,39.18,3,9,1
2738,12615,12,2019,1,6,12.77,5,6,0
2739,12620,12,2019,11,15,22.88,3,5,0
2740,12624,12,2019,7,15,51.55,16,3,0
2741,12628,12,2019,6,8,25.05,6,0,0
2742,12631,12,2019,6,8,54.37,5,0,0
2743,12637,12,2019,2,9,86.37,4,0,0
2744,12638,12,2019,3,15,13.67,3,0,0
2745,12641,12,2019,1,5,48.28,4,0,0
2746,12642,12,2019,4,14,97.7,3,0,1
2747,12643,12,2019,4,3,16.25,4,0,0
2748,12644,12,2019,1,8,16.4,3,0,0
2749,12651,12,2019,1,2,16.43,3,0,0
2750,12656,12,2019,8,15,20.2,3,0,0
2751,12661,12,2019,2,11,31.25,7,0,0
2752,12669,12,2019,11,106,265.55,7,41,1
2753,12678,12,2019,3,10,65.57,7,40,0
2754,12682,12,2019,3,8,77.05,4,38,0
2755,12685,12,2019,4,6,63.05,4,38,0
2756,12686,12,2019,10,30,151.42,5,38,1
2757,12705,12,2019,3,16,105.32,4,28,0
2758,12709,12,2019,3,15,33.98,7,27,0
2759,12711,12,2019,4,5,62.38,8,27,0
2760,12713,12,2019,6,30,177.25,6,104,0
2761,12714,12,2019,3,3,17.55,5,30,0
2762,12716,12,2019,5,18,101.38,12,26,0
2763,12721,12,2019,10,11,68.75,6,24,0
2764,12728,12,2019,2,3,13.7,4,0,0
2765,12730,12,2019,1,10,21.53,5,22,0
2766,12737,12,2019,2,9,80.12,5,20,0
2767,12738,12,2019,1,1,2.12,2,20,0
2768,12739,12,2019,11,15,26.1,5,20,0
2769,12742,12,2019,3,9,108.88,5,19,0
2770,12754,12,2019,2,2,9.68,3,15,0
2771,12758,12,2019,6,7,15.02,3,13,0
2772,12762,12,2019,1,15,29.47,4,13,0
2773,12766,12,2019,2,16,42.87,3,11,0
2774,12775,12,2019,4,15,15.43,6,10,0
2775,12787,12,2019,5,6,25.28,7,3,0
2776,12791,12,2019,1,7,145.1,4,0,1
2777,12801,12,2019,1,3,12.27,4,0,0
2778,12802,12,2019,1,30,40.4,5,0,0
2779,12806,12,2019,1,9,136.42,4,2,0
2780,12821,12,2019,1,2,3.42,5,0,0
2781,12822,12,2019,11,15,41.78,5,0,0
2782,12823,12,2019,1,4,30.28,4,0,0
2783,12824,12,2019,1,22,186.97,6,0,1
2784,12827,12,2019,2,14,91.27,5,0,1
2785,12830,12,2019,5,8,70.6,7,0,0
2786,12839,12,2019,4,10,27.05,4,0,0
2787,12840,12,2019,3,4,74.58,5,0,0
2788,12846,12,2019,2,25,290.47,5,0,1
2789,12847,12,2019,2,7,88.63,4,0,1
2790,12854,12,2019,6,16,22.2,3,12,0
2791,12864,12,2019,3,24,180.78,8,9,0
2792,12871,12,2019,4,28,19.8,14,5,1
2793,12872,12,2019,4,9,69.35,5,3,0
2794,12873,12,2019,11,22,36.58,4,1,0
2795,12878,12,2019,10,11,27.22,4,0,0
2796,12880,12,2019,10,18,35.92,3,0,0
2797,12893,12,2019,16,28,97.43,11,46,0
2798,12897,12,2019,12,17,24.85,7,0,0
2799,12899,12,2019,2,8,10.68,4,0,0
2800,12900,12,2019,15,32,51.13,5,0,0
2801,12902,12,2019,2,15,13.07,6,0,0
2802,12904,12,2019,2,5,19.45,3,0,0
2803,12910,12,2019,7,17,87.32,5,45,0
2804,12921,12,2019,2,5,32.93,5,43,0
2805,12922,12,2019,6,15,16.38,7,43,0
2806,12929,12,2019,9,20,156.37,4,42,0
2807,12932,12,2019,3,16,29.3,8,39,0
2808,12939,12,2019,11,15,30.13,5,30,0
2809,12946,12,2019,3,15,32.37,8,30,0
2810,12953,12,2019,1,3,8.98,3,25,0
2811,12957,12,2019,1,1,10.48,3,23,0
2812,12962,12,2019,8,14,34.28,9,21,0
2813,12966,12,2019,3,10,52.48,4,20,0
2814,12975,12,2019,3,5,48.1,4,16,0
2815,12984,12,2019,8,10,149.55,5,15,0
2816,12990,12,2019,17,21,89.88,4,14,0
2817,12991,12,2019,1,6,20.98,5,18,0
2818,12993,12,2019,8,12,49.77,5,13,0
2819,13011,12,2019,8,15,34.3,5,3,0
2820,13012,12,2019,1,3,8.07,3,10,0
2821,13013,12,2019,5,6,66.78,6,2,0
2822,13022,12,2019,2,5,22.2,4,0,0
2823,13026,12,2019,1,19,31.95,14,0,0
2824,13029,12,2019,4,9,9.82,6,0,0
2825,13032,12,2019,3,9,58.2,4,0,0
2826,13044,12,2019,10,10,23.77,4,0,0
2827,13046,12,2019,3,13,18.8,5,2,0
2828,13047,12,2019,5,8,17.6,5,0,0
2829,13049,12,2019,7,13,85.23,5,0,0
2830,13052,12,2019,4,10,167.1,9,0,0
2831,13056,12,2019,1,5,17.95,4,0,0
2832,13058,12,2019,2,16,171.57,4,0,1
2833,13063,12,2019,2,65,320.48,13,0,1
2834,13066,12,2019,1,2,13.12,2,0,0
2835,13069,12,2019,1,4,6.08,4,452,0
2836,13074,12,2019,2,19,25.85,2,0,0
2837,13081,12,2019,1,6,52.85,4,0,0
2838,13089,12,2019,2,7,128.9,4,0,0
2839,13095,12,2019,9,17,23.75,3,0,0
2840,13100,12,2019,4,11,15.18,4,12,0
2841,13101,12,2019,1,5,21.8,3,11,0
2842,13109,12,2019,1,25,229.37,5,9,1
2843,13110,12,2019,3,9,24.42,5,12,0
2844,13117,12,2019,6,8,106.37,3,0,0
2845,13118,12,2019,1,10,33.77,2,5,0
2846,13123,12,2019,2,10,31.87,7,0,0
2847,13124,12,2019,7,35,134.22,12,0,0
2848,13125,12,2019,2,4,60.05,5,0,0
2849,13127,12,2019,5,15,54.85,8,0,0
2850,13135,12,2019,13,22,93.0,8,0,0
2851,13138,12,2019,4,15,110.02,5,0,1
2852,13141,12,2019,16,25,128.27,7,0,0
2853,13149,12,2019,4,5,32.77,4,0,0
2854,13150,12,2019,4,9,36.0,7,0,0
2855,13158,12,2019,12,18,72.07,7,0,0
2856,13162,12,2019,1,25,183.88,8,0,0
2857,13168,12,2019,10,20,61.52,10,0,0
2858,13179,12,2019,8,11,50.53,4,0,0
2859,13186,12,2019,1,29,42.55,1,0,1
2860,13189,12,2019,2,14,145.27,7,0,1
2861,13197,12,2019,3,18,66.53,4,0,0
