,month,year,numberOfAppointments,numberOfCalls,callTimeMinute,numberofStatuses,hoursSinceCall,isCust
1816,11,2019,7,26,313.47,8,0,0
1817,11,2019,2,26,61.32,12,42,0
1818,11,2019,1,9,161.52,2,40,1
1819,11,2019,1,15,33.22,3,38,0
1820,11,2019,2,11,96.1,3,38,0
1821,11,2019,2,13,47.57,3,37,0
1822,11,2019,7,8,16.67,4,495,0
1823,11,2019,1,16,133.05,2,67,1
1824,11,2019,6,19,23.48,9,36,0
1825,11,2019,1,11,21.5,4,29,0
1826,11,2019,2,17,49.95,8,29,0
1827,11,2019,1,9,39.08,3,20,0
1828,11,2019,12,18,69.5,11,19,0
1829,11,2019,3,15,6.57,7,19,0
1830,11,2019,2,12,33.98,3,17,0
1831,11,2019,1,7,26.95,5,18,0
1832,11,2019,2,7,81.63,3,16,0
1833,11,2019,2,3,26.12,3,14,0
1834,11,2019,4,19,28.42,8,14,0
1835,11,2019,1,9,47.8,3,0,0
1836,11,2019,2,15,60.33,4,0,0
1837,11,2019,2,5,66.9,3,0,0
1838,11,2019,12,19,70.32,11,0,0
1839,11,2019,3,5,39.15,2,45,0
1840,11,2019,1,19,60.8,3,172,0
1841,11,2019,1,32,168.07,2,57,1
1842,11,2019,1,5,101.92,4,0,1
1843,11,2019,1,19,36.77,10,1,0
1844,11,2019,1,5,94.2,2,0,0
1845,11,2019,1,12,4.82,4,25,0
1846,11,2019,2,10,53.38,5,51,0
1847,11,2019,1,6,24.08,2,3,0
1848,11,2019,1,1,0.05,2,0,0
1849,11,2019,1,2,0.77,2,23,0
1850,11,2019,1,5,5.83,4,357,0
1851,11,2019,1,39,109.05,3,0,0
1852,11,2019,3,10,114.28,3,23,0
1853,11,2019,3,19,67.13,9,41,0
1854,11,2019,4,7,77.3,3,0,0
1855,11,2019,5,31,61.32,7,1,0
1856,11,2019,4,10,72.68,4,0,0
1857,11,2019,1,6,103.68,4,13,0
1858,11,2019,1,2,0.13,2,0,0
1859,11,2019,1,5,126.63,3,0,0
1860,11,2019,6,61,421.03,9,13,1
1861,11,2019,1,13,59.9,3,41,0
1862,11,2019,1,8,14.27,3,10,0
1863,11,2019,11,19,33.2,10,10,0
1864,11,2019,9,20,65.0,6,10,0
1865,11,2019,1,16,62.17,3,10,0
1866,11,2019,2,9,19.88,4,10,0
1867,11,2019,2,20,116.98,5,9,0
1868,11,2019,1,6,58.87,3,5,0
1869,11,2019,1,9,139.2,2,0,1
1870,11,2019,1,7,14.95,2,32,0
1871,11,2019,1,5,16.12,2,0,0
1872,11,2019,1,12,12.53,3,1,0
1873,11,2019,1,9,21.47,3,0,0
1874,11,2019,1,5,3.47,6,2,0
1875,11,2019,3,6,16.88,5,7,0
1876,11,2019,1,2,12.3,2,0,0
1877,11,2019,3,19,41.4,9,1,0
1878,11,2019,5,27,131.32,7,0,1
1879,11,2019,2,9,27.2,7,1,0
1880,11,2019,2,11,34.15,4,0,0
1881,11,2019,2,10,80.85,3,0,0
1882,11,2019,7,13,82.0,5,29,0
1883,11,2019,3,23,25.15,4,0,0
1884,11,2019,1,11,176.63,2,0,1
1885,11,2019,1,7,25.38,3,14,0
1886,11,2019,1,7,75.78,4,0,0
1887,11,2019,1,2,14.55,2,0,0
1888,11,2019,1,10,112.37,2,0,0
1889,11,2019,6,32,117.92,16,11,0
1890,11,2019,4,30,143.35,5,9,0
1891,11,2019,1,2,11.35,2,7,0
1892,11,2019,10,29,96.2,11,1,0
1893,11,2019,1,4,20.9,3,0,0
1894,11,2019,2,17,60.88,4,0,0
1895,11,2019,4,9,85.85,4,1,0
1896,11,2019,4,24,19.02,12,0,0
1897,11,2019,4,47,219.83,17,0,0
1898,11,2019,1,5,69.47,4,5,0
1899,11,2019,2,8,19.6,2,0,0
1900,11,2019,2,21,164.57,5,0,0
1901,11,2019,2,7,55.43,4,0,0
1902,11,2019,1,6,107.62,3,5,0
1903,11,2019,2,6,20.88,3,0,1
1904,11,2019,4,11,34.42,5,41,0
1905,11,2019,1,3,13.45,2,148,0
1906,11,2019,1,2,25.55,2,0,0
1907,11,2019,1,14,12.35,3,0,0
1908,11,2019,1,9,69.42,5,193,0
1909,11,2019,2,3,88.38,3,25,0
1910,11,2019,3,6,98.47,4,193,0
1911,11,2019,1,5,32.57,3,17,0
1912,11,2019,3,6,8.17,6,15,0
1913,11,2019,3,19,20.92,4,0,0
1914,11,2019,1,7,52.57,2,11,0
1915,11,2019,3,22,37.77,5,10,1
1916,11,2019,2,20,99.32,10,8,1
1917,11,2019,4,14,40.18,10,5,0
1918,11,2019,2,4,18.0,3,2,0
1919,11,2019,6,15,97.03,5,0,0
1920,11,2019,9,37,148.52,4,7,1
1921,11,2019,2,17,202.93,3,0,1
1922,11,2019,3,6,49.13,4,3,0
1923,11,2019,1,2,2.7,2,0,0
1924,11,2019,1,3,85.57,2,0,0
1925,11,2019,1,10,63.55,2,0,0
1926,11,2019,2,14,57.15,3,20,0
1927,11,2019,1,15,73.2,2,0,1
1928,11,2019,3,10,55.15,5,0,0
1929,11,2019,1,30,48.85,6,0,0
1930,11,2019,1,2,1.37,2,171,1
1931,11,2019,1,3,0.15,2,0,0
1932,11,2019,1,17,24.13,5,0,0
1933,11,2019,6,8,31.48,6,0,0
1934,11,2019,1,20,28.65,8,9,0
1935,11,2019,1,31,30.22,8,8,0
1936,11,2019,10,20,54.78,9,1,0
1937,11,2019,2,3,7.97,3,0,0
1938,11,2019,1,5,9.63,3,0,0
1939,11,2019,1,19,35.22,9,0,0
1940,11,2019,1,19,34.05,4,1,0
1941,11,2019,3,6,26.67,3,0,0
1942,11,2019,4,13,219.22,6,0,0
1943,11,2019,6,35,61.1,12,0,0
1944,11,2019,1,4,0.27,3,0,0
1945,11,2019,2,32,150.05,14,0,1
1946,11,2019,1,3,77.68,5,18,0
1947,11,2019,1,12,14.98,5,0,0
1948,11,2019,1,1,23.3,2,0,0
1949,11,2019,1,3,23.08,3,20,0
1950,11,2019,2,4,95.28,4,3,0
1951,11,2019,1,7,39.3,2,1,0
1952,11,2019,1,1,7.7,2,0,0
1953,11,2019,2,5,22.37,5,2,0
1954,11,2019,1,15,60.48,5,2,0
1955,11,2019,3,6,49.25,5,1,0
1956,11,2019,1,7,26.33,3,0,0
1957,11,2019,2,10,108.33,4,39,0
1958,11,2019,2,8,60.47,5,39,0
1959,11,2019,2,10,43.68,4,38,0
1960,11,2019,3,18,62.9,8,38,0
1961,11,2019,1,14,123.3,3,37,0
1962,11,2019,2,20,146.95,5,35,0
1963,11,2019,1,3,10.12,3,25,0
1964,11,2019,1,9,60.12,3,16,0
1965,11,2019,1,13,34.45,3,12,0
1966,11,2019,1,19,27.98,8,10,0
1967,11,2019,9,18,22.2,5,10,0
1968,11,2019,1,18,34.62,7,4,0
1969,11,2019,1,18,16.67,5,1,0
1970,11,2019,1,6,101.68,4,0,0
1971,11,2019,4,40,48.28,5,3,0
1972,11,2019,2,4,14.5,4,0,0
1973,11,2019,2,18,15.82,7,1,0
1974,11,2019,1,12,34.32,2,7,0
1975,11,2019,1,15,2.97,3,22,0
1976,11,2019,2,7,90.73,4,0,0
1977,11,2019,2,9,57.35,5,0,0
1978,11,2019,1,12,7.65,3,5,0
1979,11,2019,1,2,10.17,2,0,0
1980,11,2019,2,7,37.48,6,0,0
1981,11,2019,3,9,65.27,5,51,0
1982,11,2019,1,18,6.32,6,16,0
1983,11,2019,5,11,51.72,4,0,0
1984,11,2019,1,29,72.38,4,0,0
1985,11,2019,2,14,96.92,5,10,1
1986,11,2019,3,18,44.18,9,0,0
1987,11,2019,2,19,15.25,9,0,0
1988,11,2019,1,2,9.62,2,0,0
1989,11,2019,2,12,153.72,4,0,1
1990,11,2019,6,24,12.48,8,148,0
1991,11,2019,1,4,37.7,3,0,0
1992,11,2019,1,23,28.65,3,1,1
1993,11,2019,1,7,146.23,3,71,0
1994,11,2019,6,34,41.72,16,0,0
1995,11,2019,1,9,2.2,4,4,0
1996,11,2019,20,30,293.52,5,0,0
1997,11,2019,2,17,216.02,5,0,1
1998,11,2019,7,12,5.82,6,0,0
1999,11,2019,3,13,28.82,8,0,0
2000,11,2019,1,5,83.75,2,17,1
2001,11,2019,8,21,71.23,8,1,0
2002,11,2019,1,21,41.5,5,0,0
2003,11,2019,10,20,26.58,12,0,0
2004,11,2019,12,34,255.12,12,10,1
2005,11,2019,3,3,63.3,4,10,0
2006,11,2019,1,20,28.73,6,0,0
2007,11,2019,1,4,13.22,3,120,0
2008,11,2019,1,7,60.22,3,1,0
2009,11,2019,2,14,129.8,5,0,1
2010,11,2019,1,5,27.28,3,25,0
2011,11,2019,1,18,17.95,5,0,0
2012,11,2019,1,21,85.33,3,0,0
2013,11,2019,2,6,60.22,4,53,0
2014,11,2019,2,7,4.93,4,311,0
2015,11,2019,1,7,128.63,3,0,0
2016,11,2019,11,23,19.1,13,0,0
2017,11,2019,2,12,18.73,4,0,0
2018,11,2019,1,9,99.03,4,0,0
2019,11,2019,2,16,39.15,6,0,0
2020,11,2019,1,66,192.22,9,0,1
2021,11,2019,1,5,9.95,4,0,0
2022,11,2019,8,22,42.98,10,0,0
2023,11,2019,1,33,90.95,6,10,0
2024,11,2019,1,4,49.9,3,9,0
2025,11,2019,7,26,199.08,11,27,0
2026,11,2019,2,47,50.32,9,2,0
2027,11,2019,3,15,52.73,5,1,0
2028,11,2019,8,18,26.28,6,0,0
2029,11,2019,1,11,26.62,3,0,0
2030,11,2019,1,19,27.12,6,0,0
2031,11,2019,5,11,19.55,5,98,0
2032,11,2019,1,9,97.93,2,0,0
2033,11,2019,2,8,79.85,4,20,0
2034,11,2019,7,21,115.12,6,0,0
2035,11,2019,1,19,19.05,6,3,0
2036,11,2019,2,19,135.4,14,0,0
2037,11,2019,1,13,41.5,8,0,0
2038,11,2019,4,15,68.35,9,1,0
2039,11,2019,1,12,68.22,4,73,0
2040,11,2019,2,22,214.12,4,67,1
2041,11,2019,1,5,2.98,2,68,0
2042,11,2019,2,8,1.1,7,498,0
2043,11,2019,2,4,107.12,3,2,1
2044,11,2019,2,27,145.07,8,0,1
2045,11,2019,2,7,19.1,4,0,0
2046,11,2019,1,9,61.23,3,0,0
2047,11,2019,1,1,12.02,2,0,0
2048,11,2019,2,20,34.87,9,0,0
2049,11,2019,2,14,68.38,4,37,0
2050,11,2019,2,18,183.88,3,17,1
2051,11,2019,1,19,87.92,6,0,0
2052,11,2019,1,11,40.88,3,0,0
2053,11,2019,5,18,34.52,6,21,0
2054,11,2019,1,19,35.85,5,17,0
2055,11,2019,1,19,45.22,3,16,0
2056,11,2019,2,11,117.32,4,16,1
2057,11,2019,2,6,21.95,3,14,0
2058,11,2019,4,35,158.77,11,13,0
2059,11,2019,1,4,19.92,3,10,0
2060,11,2019,8,20,49.13,2,66,0
2061,11,2019,2,4,13.35,3,11,0
2062,11,2019,1,22,66.28,2,38,1
2063,11,2019,3,24,83.68,6,10,1
2064,11,2019,1,9,31.82,4,7,0
2065,11,2019,3,25,98.18,12,0,0
2066,11,2019,1,7,40.57,2,0,0
2067,11,2019,1,19,106.02,2,0,1
2068,11,2019,17,27,131.63,7,1,0
2069,11,2019,2,7,30.62,3,0,0
2070,11,2019,6,17,14.37,8,1,0
2071,11,2019,1,16,5.27,4,53,0
2072,11,2019,1,15,23.23,7,0,0
2073,11,2019,1,15,38.67,4,0,0
2074,11,2019,2,18,63.03,7,0,0
2075,11,2019,1,6,8.37,2,23,0
2076,11,2019,2,10,88.02,4,0,0
2077,11,2019,3,11,1.0,8,168,0
2078,11,2019,4,12,157.03,4,0,0
2079,11,2019,1,16,4.83,4,71,0
2080,11,2019,2,6,0.85,3,47,0
2081,11,2019,2,9,71.8,5,0,0
2082,11,2019,1,16,32.87,5,0,0
2083,11,2019,1,6,26.73,5,12,0
2084,11,2019,1,5,7.07,3,11,0
2085,11,2019,10,16,23.67,3,10,0
2086,11,2019,14,26,46.95,7,10,0
2087,11,2019,4,20,220.85,5,3,0
2088,11,2019,6,14,79.37,5,2,0
2089,11,2019,13,17,28.32,3,0,0
2090,11,2019,2,10,19.6,3,0,0
2091,11,2019,2,4,18.9,3,0,0
2092,11,2019,3,6,29.65,3,0,0
2093,11,2019,3,46,209.38,11,0,1
2094,11,2019,1,15,45.97,4,0,0
2095,11,2019,1,13,27.9,5,0,0
2096,11,2019,2,6,3.92,3,0,0
2097,11,2019,1,8,94.12,3,23,0
2098,11,2019,3,7,71.35,5,0,0
2099,11,2019,8,15,20.18,3,0,0
2100,11,2019,1,16,1.38,3,272,0
2101,11,2019,8,32,125.9,4,0,0
2102,11,2019,2,9,20.67,5,23,1
2103,11,2019,3,6,78.93,3,25,0
2104,11,2019,2,7,15.52,3,0,1
2105,11,2019,3,5,38.9,5,0,0
2106,11,2019,1,4,1.83,3,18,0
2107,11,2019,1,12,49.47,3,0,0
2108,11,2019,2,2,27.1,3,0,0
2109,11,2019,1,7,8.75,3,0,0
2110,11,2019,4,15,51.77,11,0,0
2111,11,2019,18,27,132.97,8,0,0
2112,11,2019,7,14,43.93,7,12,0
2113,11,2019,1,4,16.78,3,0,0
2114,11,2019,6,26,136.63,5,12,1
2115,11,2019,10,15,37.88,5,11,0
2116,11,2019,4,23,97.63,6,9,0
2117,11,2019,7,19,47.23,7,9,0
2118,11,2019,11,30,97.8,4,6,0
2119,11,2019,1,1,26.97,1,1,0
2120,11,2019,2,8,54.4,5,0,0
2121,11,2019,3,17,53.28,5,0,0
2122,11,2019,2,56,137.63,16,0,0
2123,11,2019,1,2,43.4,2,0,0
2124,11,2019,2,5,68.33,3,441,0
2125,11,2019,1,5,43.17,3,1,0
2126,11,2019,2,4,36.3,2,0,0
2127,11,2019,2,14,28.8,4,0,1
2128,11,2019,2,17,69.92,3,0,0
2129,11,2019,3,13,179.88,3,0,0
2130,11,2019,1,13,99.12,3,0,0
2131,11,2019,1,5,11.18,3,0,0
2132,11,2019,2,5,92.88,2,0,0
2133,11,2019,3,15,32.85,7,0,0
2134,11,2019,1,21,113.58,4,23,1
2135,11,2019,1,18,1.67,3,169,0
2136,11,2019,2,10,18.03,5,0,0
2137,11,2019,1,9,53.33,3,0,0
2138,11,2019,5,19,21.97,3,0,0
2139,11,2019,1,8,79.48,3,120,0
2140,11,2019,2,13,26.6,11,0,0
2141,11,2019,1,5,7.02,3,13,0
2142,11,2019,5,13,42.35,4,12,0
2143,11,2019,1,4,10.9,3,5,0
2144,11,2019,13,16,81.17,9,1,0
2145,11,2019,1,3,62.13,2,2,0
2146,11,2019,1,6,50.4,3,0,0
2147,11,2019,1,13,32.28,9,0,0
2148,11,2019,1,10,48.18,3,0,0
2149,11,2019,11,19,29.18,9,3,0
2150,11,2019,6,14,18.58,6,486,0
2151,11,2019,1,9,68.4,3,22,0
2152,11,2019,4,16,32.77,3,0,0
2153,11,2019,2,6,19.23,3,1,0
2154,11,2019,1,10,14.27,6,0,0
2155,11,2019,2,58,188.3,10,0,1
2156,11,2019,2,7,4.07,2,0,0
2157,11,2019,1,12,49.77,3,0,1
2158,11,2019,3,23,70.43,9,0,0
2159,11,2019,2,8,74.48,3,0,0
2160,11,2019,2,14,118.78,6,0,0
2161,11,2019,1,2,14.5,2,0,0
2162,11,2019,1,5,21.13,3,0,0
2163,11,2019,2,16,67.38,3,259,0
2164,11,2019,1,6,21.05,4,0,0
2165,11,2019,2,6,43.77,3,10,0
2166,11,2019,10,15,33.05,5,10,0
2167,11,2019,14,16,46.23,7,547,0
2168,11,2019,22,33,138.83,7,596,0
2169,11,2019,1,5,27.8,5,8,0
2170,11,2019,1,13,27.5,4,4,0
2171,11,2019,1,4,78.67,3,2,0
2172,11,2019,4,24,125.0,7,2,0
2173,11,2019,2,9,25.22,5,1,0
2174,11,2019,10,16,82.47,6,0,0
2175,11,2019,4,12,28.93,9,0,0
2176,11,2019,1,7,42.18,8,5231,0
2177,11,2019,1,8,10.92,5,1,0
2178,11,2019,11,29,218.85,4,0,1
2179,11,2019,1,4,6.9,3,7,0
2180,11,2019,2,7,72.27,4,0,0
2181,11,2019,16,21,125.77,5,584,0
2182,11,2019,1,18,30.17,2,27,0
2183,11,2019,1,7,105.07,3,0,0
2184,11,2019,2,9,36.83,4,26,0
2185,11,2019,1,3,21.27,2,1,0
2186,11,2019,4,10,18.12,10,99,0
2187,11,2019,5,20,166.03,7,0,1
2188,11,2019,1,6,16.27,2,0,0
2189,11,2019,1,21,27.52,9,0,0
2190,11,2019,1,12,105.28,7,0,0
2191,11,2019,9,19,101.62,10,23,0
2192,11,2019,1,6,49.03,2,0,0
2193,11,2019,10,17,43.3,4,75,0
2194,11,2019,15,45,117.12,8,0,1
2195,11,2019,1,5,1.52,3,237,0
2196,11,2019,5,13,22.6,4,0,0
2197,11,2019,1,23,37.82,5,0,0
2198,11,2019,10,41,268.67,9,0,1
2199,11,2019,3,12,54.45,10,0,0
2200,11,2019,3,12,95.25,6,16,0
2201,11,2019,1,4,18.08,3,14,0
2202,11,2019,2,9,89.22,4,13,0
2203,11,2019,3,6,13.45,2,13,0
2204,11,2019,4,21,29.1,6,7,0
2205,11,2019,2,15,66.92,4,2,0
2206,11,2019,6,20,39.73,7,0,0
2207,11,2019,1,11,58.23,6,8311,0
2208,11,2019,1,11,12.12,3,0,0
2209,11,2019,1,4,105.03,3,0,0
2210,11,2019,1,3,1.12,3,26,0
2211,11,2019,1,6,19.82,4,0,0
2212,11,2019,4,17,85.8,5,0,0
2213,11,2019,4,16,32.68,6,0,0
2214,11,2019,2,9,42.35,4,2,0
2215,11,2019,1,4,51.6,2,0,0
2216,11,2019,1,4,13.2,4,2,0
2217,11,2019,1,5,66.77,2,0,0
2218,11,2019,7,20,110.42,8,44,0
2219,11,2019,1,1,13.68,3,44,0
2220,11,2019,1,8,29.15,3,0,0
2221,11,2019,1,3,2.53,2,0,1
2222,11,2019,7,15,170.73,9,39,0
2223,11,2019,1,17,35.18,4,39,0
2224,11,2019,1,16,27.37,3,37,0
2225,11,2019,1,2,78.1,2,36,0
2226,11,2019,1,4,116.22,2,27,0
2227,11,2019,5,16,65.07,6,27,1
2228,11,2019,1,8,38.48,4,25,0
2229,11,2019,4,15,88.1,5,23,0
2230,11,2019,2,13,46.0,5,24,0
2231,11,2019,3,13,41.57,5,15,0
2232,11,2019,1,9,9.22,3,15,0
2233,11,2019,7,16,33.87,3,14,0
2234,11,2019,3,6,21.32,6,13,0
2235,11,2019,3,8,22.52,6,12,0
2236,11,2019,1,16,102.23,4,11,0
2237,11,2019,5,15,59.88,6,10,0
2238,11,2019,1,14,32.42,5,10,0
2239,11,2019,9,27,86.27,11,1,0
2240,11,2019,8,15,37.22,9,0,0
2241,11,2019,1,10,2.58,4,0,0
2242,11,2019,4,7,22.7,5,1,0
2243,11,2019,1,7,161.97,3,1,0
2244,11,2019,7,19,95.32,8,1014,1
2245,11,2019,1,6,74.17,4,0,1
2246,11,2019,1,4,19.93,3,0,0
2247,11,2019,1,18,74.83,3,0,1
2248,11,2019,1,13,42.58,10,2788,0
2249,11,2019,12,16,23.2,3,546,0
2250,11,2019,1,12,12.43,4,0,0
2251,11,2019,3,9,129.67,5,0,0
2252,11,2019,2,2,19.95,2,0,0
2253,11,2019,3,17,36.02,4,15,0
2254,11,2019,2,5,95.75,3,0,0
2255,11,2019,12,15,39.42,6,0,0
2256,11,2019,4,11,106.55,5,0,0
2257,11,2019,4,23,76.53,12,12,0
2258,11,2019,8,16,16.12,9,11,0
2259,11,2019,1,8,1.92,6,0,0
2260,11,2019,1,26,138.95,6,2,0
2261,11,2019,1,16,32.3,3,2,0
2262,11,2019,2,3,18.93,4,2,0
2263,11,2019,1,7,14.53,3,0,0
2264,11,2019,1,4,17.53,2,0,0
2265,11,2019,6,11,91.17,3,1878,0
2266,11,2019,5,11,22.0,4,0,0
2267,11,2019,1,13,28.93,2,9,0
2268,11,2019,1,14,91.82,5,0,0
2269,11,2019,4,15,5.03,8,0,0
2270,11,2019,10,21,59.12,6,0,0
2271,11,2019,3,7,45.65,6,0,0
2272,11,2019,1,3,12.92,2,0,0
2273,11,2019,1,3,25.97,2,92,0
2274,11,2019,1,27,96.32,7,0,0
2275,11,2019,5,15,13.02,5,0,0
2276,11,2019,1,2,33.13,2,0,0
2277,11,2019,1,2,27.05,2,12,0
2278,11,2019,2,18,134.75,3,10,1
2279,11,2019,1,2,28.08,2,0,0
2280,11,2019,1,3,0.9,2,511,0
2281,11,2019,1,11,110.27,4,0,0
2282,11,2019,1,4,12.43,4,295,0
2283,11,2019,2,14,8.97,4,0,0
2284,11,2019,5,9,70.65,5,338,0
2285,11,2019,2,18,75.37,12,0,0
2286,11,2019,1,15,24.83,4,0,0
2287,11,2019,1,3,92.28,3,0,0
2288,11,2019,3,7,9.35,6,144,0
2289,11,2019,4,16,14.37,3,122,0
2290,11,2019,10,24,74.07,5,0,0
2291,11,2019,5,18,34.62,6,0,0
2292,11,2019,2,9,19.3,4,0,0
2293,11,2019,3,15,26.27,7,41,0
2294,11,2019,1,29,44.0,6,37,0
2295,11,2019,1,5,36.65,3,36,0
2296,11,2019,5,25,107.4,9,29,0
2297,11,2019,4,13,27.68,10,25,0
2298,11,2019,6,12,31.77,4,19,0
2299,11,2019,1,5,108.62,2,18,0
2300,11,2019,1,17,34.08,5,90,0
2301,11,2019,1,2,10.22,2,16,0
2302,11,2019,4,10,14.6,5,15,0
2303,11,2019,2,26,157.6,5,12,1
2304,11,2019,2,15,23.07,3,10,0
2305,11,2019,6,16,95.47,6,8,0
2306,11,2019,1,3,9.72,2,3,0
2307,11,2019,1,17,29.12,3,0,0
2308,11,2019,2,5,38.47,3,0,0
2309,11,2019,2,9,16.72,6,1760,0
2310,11,2019,4,10,17.33,6,70,0
2311,11,2019,4,16,160.97,4,0,0
2312,11,2019,3,7,55.22,4,0,0
2313,11,2019,3,21,72.9,9,67,0
2314,11,2019,1,3,7.43,3,10,0
2315,11,2019,3,16,15.9,6,2,0
2316,11,2019,3,6,42.08,4,0,0
2317,11,2019,3,22,21.78,11,0,0
2318,11,2019,2,11,31.83,7,0,0
2319,11,2019,5,19,129.43,5,0,0
2320,11,2019,1,14,49.23,2,0,1
2321,11,2019,1,4,39.57,5,43,0
2322,11,2019,8,15,105.43,7,0,0
2323,11,2019,2,3,12.95,2,0,0
2324,11,2019,6,16,27.0,5,0,0
2325,11,2019,1,3,14.57,3,0,0
2326,11,2019,5,16,96.58,5,1103,0
2327,11,2019,1,12,164.38,5,38,0
2328,11,2019,3,7,26.17,2,136,0
2329,11,2019,1,16,83.28,4,36,0
2330,11,2019,3,15,34.57,4,34,0
2331,11,2019,1,14,148.22,6,34,1
2332,12,2019,4,13,64.55,7,26,0
2333,12,2019,3,24,153.32,5,30,1
2334,12,2019,1,3,7.27,3,23,0
2335,12,2019,4,15,34.93,6,21,0
2336,12,2019,1,15,37.87,7,19,0
2337,12,2019,2,22,31.13,11,24,0
2338,12,2019,4,8,109.65,9,18,0
2339,12,2019,2,11,27.0,7,16,0
2340,12,2019,3,8,29.98,6,14,0
2341,12,2019,2,6,40.35,3,11,0
2342,12,2019,2,14,24.62,4,7,0
2343,12,2019,2,5,13.5,4,7,0
2344,12,2019,6,16,44.25,5,0,0
2345,12,2019,1,4,0.17,4,1,1
2346,12,2019,6,11,85.58,3,1,0
2347,12,2019,2,17,50.37,7,0,0
2348,12,2019,2,18,162.32,6,23,0
2349,12,2019,4,15,29.42,4,0,0
2350,12,2019,1,3,90.27,2,0,0
2351,12,2019,3,15,20.85,4,30,0
2352,12,2019,1,12,5.92,7,0,0
2353,12,2019,1,2,4.27,3,0,0
2354,12,2019,2,11,44.57,3,21,0
2355,12,2019,1,32,77.13,2,0,1
2356,12,2019,4,9,7.3,2,357,0
2357,12,2019,4,11,15.3,7,357,0
2358,12,2019,1,16,15.12,4,0,0
2359,12,2019,3,7,11.15,4,0,0
2360,12,2019,1,4,6.3,3,2,0
2361,12,2019,15,15,76.58,9,1581,0
2362,12,2019,1,29,41.53,11,0,1
2363,12,2019,3,8,50.23,4,0,0
2364,12,2019,1,7,7.63,3,14,0
2365,12,2019,1,8,22.97,3,13,0
2366,12,2019,10,11,177.68,3,0,0
2367,12,2019,3,15,34.35,4,0,0
2368,12,2019,2,10,145.9,4,0,0
2369,12,2019,1,16,105.85,3,49,1
2370,12,2019,18,26,138.02,4,0,0
2371,12,2019,1,9,52.95,3,0,0
2372,12,2019,1,4,0.75,3,0,0
2373,12,2019,1,16,25.68,9,0,0
2374,12,2019,1,29,173.93,3,0,1
2375,12,2019,1,15,8.88,3,6,0
2376,12,2019,2,4,4.03,5,599,0
2377,12,2019,1,8,9.83,3,0,0
2378,12,2019,6,14,37.62,4,0,0
2379,12,2019,5,15,10.27,2,44,0
2380,12,2019,1,5,42.93,4,0,0
2381,12,2019,2,6,109.32,4,94,1
2382,12,2019,1,5,30.08,2,0,0
2383,12,2019,1,6,25.62,3,0,0
2384,12,2019,2,24,224.47,4,142,1
2385,12,2019,2,4,26.45,4,15,0
2386,12,2019,6,21,34.87,10,0,0
2387,12,2019,2,10,143.93,5,15,0
2388,12,2019,11,33,277.57,8,14,1
2389,12,2019,2,5,6.43,3,0,0
2390,12,2019,1,16,28.72,4,0,0
2391,12,2019,2,11,35.55,3,11,0
2392,12,2019,3,17,97.08,4,9,0
2393,12,2019,13,16,118.45,6,9,0
2394,12,2019,2,3,52.05,3,1,0
2395,12,2019,4,10,14.02,3,32,0
2396,12,2019,1,4,0.92,4,817,0
2397,12,2019,8,25,83.63,4,0,0
2398,12,2019,2,6,67.52,3,0,0
2399,12,2019,6,17,70.78,4,0,0
2400,12,2019,1,2,29.53,2,0,0
2401,12,2019,11,23,101.38,3,45,0
2402,12,2019,6,14,42.5,2,0,0
2403,12,2019,1,5,16.23,4,148,0
2404,12,2019,3,15,18.63,5,0,0
2405,12,2019,1,15,114.0,4,0,1
2406,12,2019,7,15,34.97,11,2,0
2407,12,2019,1,5,8.88,3,1,0
2408,12,2019,2,19,152.17,7,42,0
2409,12,2019,3,35,155.15,4,0,1
2410,12,2019,1,24,106.55,9,0,0
2411,12,2019,2,32,109.13,6,1,0
2412,12,2019,2,15,117.48,8,0,1
2413,12,2019,3,7,73.9,4,0,0
2414,12,2019,2,3,1.28,4,568,0
2415,12,2019,4,13,88.9,6,0,1
2416,12,2019,7,20,126.5,14,0,0
2417,12,2019,1,15,19.68,11,0,0
2418,12,2019,5,13,114.2,8,8,0
2419,12,2019,1,9,22.0,2,0,0
2420,12,2019,3,13,121.47,5,0,1
2421,12,2019,1,2,0.08,2,312,0
2422,12,2019,2,3,1.87,2,0,0
2423,12,2019,1,4,48.8,2,0,0
2424,12,2019,1,7,78.53,3,0,0
2425,12,2019,5,16,67.7,10,0,0
2426,12,2019,12,26,53.27,8,289,0
2427,12,2019,1,6,4.77,4,116,0
2428,12,2019,2,2,0.53,3,4,0
2429,12,2019,1,3,13.67,2,0,0
2430,12,2019,2,8,3.13,5,116,0
2431,12,2019,2,9,54.38,8,1,0
2432,12,2019,3,16,10.33,8,307,0
2433,12,2019,4,12,78.97,3,0,0
2434,12,2019,8,17,50.5,7,0,0
2435,12,2019,1,4,0.72,3,24,0
2436,12,2019,3,18,122.03,8,0,0
2437,12,2019,9,13,28.52,7,0,0
2438,12,2019,2,5,7.15,3,0,0
2439,12,2019,8,21,119.65,11,0,0
2440,12,2019,3,8,18.82,4,0,0
2441,12,2019,1,6,11.72,2,0,1
2442,12,2019,1,18,37.93,7,3,0
2443,12,2019,1,16,19.42,9,2,0
2444,12,2019,1,7,2.37,5,2,0
2445,12,2019,5,17,183.65,5,0,0
2446,12,2019,1,13,4.12,5,6,0
2447,12,2019,11,12,34.65,4,0,0
2448,12,2019,1,3,11.13,3,0,0
